Crew Name,Spacecraft (Launch),Spacecraft (Return),Changed craft,Duration (days),Launch date,Return date,Destination,Space Station,Mission Result
Musa Manarov,Soyuz TM-11,Soyuz TM-11,FALSE,175.08,02-12-1990,26-05-1991,Mir,Mir,Returned
Toyohiro Akiyama,Soyuz TM-11,Soyuz TM-10,TRUE,7.91,02-12-1990,10-12-1990,Mir,Mir,Returned
Viktor M. Afanasyev,Soyuz TM-11,Soyuz TM-11,FALSE,175.08,02-12-1990,26-05-1991,Mir,Mir,Returned
Jerome Apt,"STS-37, Atlantis","STS-37, Atlantis",FALSE,5.98,05-04-1991,11-04-1991,Earth Orbit,None visited,Returned
Jerry L. Ross,"STS-37, Atlantis","STS-37, Atlantis",FALSE,5.98,05-04-1991,11-04-1991,Earth Orbit,None visited,Returned
Kenneth Cameron,"STS-37, Atlantis","STS-37, Atlantis",FALSE,5.98,05-04-1991,11-04-1991,Earth Orbit,None visited,Returned
Linda Godwin,"STS-37, Atlantis","STS-37, Atlantis",FALSE,5.98,05-04-1991,11-04-1991,Earth Orbit,None visited,Returned
Steven R. Nagel,"STS-37, Atlantis","STS-37, Atlantis",FALSE,5.98,05-04-1991,11-04-1991,Earth Orbit,None visited,Returned
Charles L. Veach,"STS-39, Discovery","STS-39, Discovery",FALSE,8.31,28-04-1991,06-05-1991,Earth Orbit,None visited,Returned
Donald McMonagle,"STS-39, Discovery","STS-39, Discovery",FALSE,8.31,28-04-1991,06-05-1991,Earth Orbit,None visited,Returned
Gregory Harbaugh,"STS-39, Discovery","STS-39, Discovery",FALSE,8.31,28-04-1991,06-05-1991,Earth Orbit,None visited,Returned
Guion Bluford,"STS-39, Discovery","STS-39, Discovery",FALSE,8.31,28-04-1991,06-05-1991,Earth Orbit,None visited,Returned
Lloyd Hammond,"STS-39, Discovery","STS-39, Discovery",FALSE,8.31,28-04-1991,06-05-1991,Earth Orbit,None visited,Returned
Michael Coats,"STS-39, Discovery","STS-39, Discovery",FALSE,8.31,28-04-1991,06-05-1991,Earth Orbit,None visited,Returned
Richard Hieb,"STS-39, Discovery","STS-39, Discovery",FALSE,8.31,28-04-1991,06-05-1991,Earth Orbit,None visited,Returned
Anatoly Artsebarsky,Soyuz TM-12,Soyuz TM-12,FALSE,144.64,18-05-1991,10-10-1991,Mir,Mir,Returned
Helen Sharman,Soyuz TM-12,Soyuz TM-11,TRUE,7.88,18-05-1991,26-05-1991,Mir,Mir,Returned
Sergei Krikalev,Soyuz TM-12,Soyuz TM-13,TRUE,311.83,18-05-1991,25-03-1992,Mir,Mir,Returned
Bryan O'Connor,"STS-40, Columbia","STS-40, Columbia",FALSE,9.09,05-06-1991,14-06-1991,Earth Orbit,None visited,Returned
Francis Gaffney,"STS-40, Columbia","STS-40, Columbia",FALSE,9.09,05-06-1991,14-06-1991,Earth Orbit,None visited,Returned
James Bagian,"STS-40, Columbia","STS-40, Columbia",FALSE,9.09,05-06-1991,14-06-1991,Earth Orbit,None visited,Returned
Margaret Rhea Seddon,"STS-40, Columbia","STS-40, Columbia",FALSE,9.09,05-06-1991,14-06-1991,Earth Orbit,None visited,Returned
Millie Hughes-Fulford,"STS-40, Columbia","STS-40, Columbia",FALSE,9.09,05-06-1991,14-06-1991,Earth Orbit,None visited,Returned
Sidney Gutierrez,"STS-40, Columbia","STS-40, Columbia",FALSE,9.09,05-06-1991,14-06-1991,Earth Orbit,None visited,Returned
Tamara E. Jernigan,"STS-40, Columbia","STS-40, Columbia",FALSE,9.09,05-06-1991,14-06-1991,Earth Orbit,None visited,Returned
G. David Low,"STS-43, Atlantis","STS-43, Atlantis",FALSE,8.89,02-08-1991,11-08-1991,Earth Orbit,None visited,Returned
James Adamson,"STS-43, Atlantis","STS-43, Atlantis",FALSE,8.89,02-08-1991,11-08-1991,Earth Orbit,None visited,Returned
John Blaha,"STS-43, Atlantis","STS-43, Atlantis",FALSE,8.89,02-08-1991,11-08-1991,Earth Orbit,None visited,Returned
Michael Baker,"STS-43, Atlantis","STS-43, Atlantis",FALSE,8.89,02-08-1991,11-08-1991,Earth Orbit,None visited,Returned
Shannon Lucid,"STS-43, Atlantis","STS-43, Atlantis",FALSE,8.89,02-08-1991,11-08-1991,Earth Orbit,None visited,Returned
Charles Gemar,"STS-48, Discovery","STS-48, Discovery",FALSE,5.35,12-09-1991,18-09-1991,Earth Orbit,None visited,Returned
James Buchli,"STS-48, Discovery","STS-48, Discovery",FALSE,5.35,12-09-1991,18-09-1991,Earth Orbit,None visited,Returned
John Creighton,"STS-48, Discovery","STS-48, Discovery",FALSE,5.35,12-09-1991,18-09-1991,Earth Orbit,None visited,Returned
Kenneth Reightler,"STS-48, Discovery","STS-48, Discovery",FALSE,5.35,12-09-1991,18-09-1991,Earth Orbit,None visited,Returned
Mark Brown,"STS-48, Discovery","STS-48, Discovery",FALSE,5.35,12-09-1991,18-09-1991,Earth Orbit,None visited,Returned
Aleksandr Volkov,Soyuz TM-13,Soyuz TM-13,FALSE,175.12,02-10-1991,25-03-1992,Mir,Mir,Returned
Franz Viehböck,Soyuz TM-13,Soyuz TM-12,TRUE,7.93,02-10-1991,10-10-1991,Mir,Mir,Returned
Toktar Aubakirov,Soyuz TM-13,Soyuz TM-12,TRUE,7.93,02-10-1991,10-10-1991,Mir,Mir,Returned
Frederick Gregory,"STS-44, Atlantis","STS-44, Atlantis",FALSE,6.95,24-11-1991,01-12-1991,Earth Orbit,None visited,Returned
James S. Voss,"STS-44, Atlantis","STS-44, Atlantis",FALSE,6.95,24-11-1991,01-12-1991,Earth Orbit,None visited,Returned
Mario Runco,"STS-44, Atlantis","STS-44, Atlantis",FALSE,6.95,24-11-1991,01-12-1991,Earth Orbit,None visited,Returned
Story Musgrave,"STS-44, Atlantis","STS-44, Atlantis",FALSE,6.95,24-11-1991,01-12-1991,Earth Orbit,None visited,Returned
Terence Henricks,"STS-44, Atlantis","STS-44, Atlantis",FALSE,6.95,24-11-1991,01-12-1991,Earth Orbit,None visited,Returned
Thomas Hennen,"STS-44, Atlantis","STS-44, Atlantis",FALSE,6.95,24-11-1991,01-12-1991,Earth Orbit,None visited,Returned
David Hilmers,"STS-42, Discovery","STS-42, Discovery",FALSE,8.05,22-01-1992,30-01-1992,Earth Orbit,None visited,Returned
Norman Thagard,"STS-42, Discovery","STS-42, Discovery",FALSE,8.05,22-01-1992,30-01-1992,Earth Orbit,None visited,Returned
Roberta Bondar,"STS-42, Discovery","STS-42, Discovery",FALSE,8.05,22-01-1992,30-01-1992,Earth Orbit,None visited,Returned
Ronald Grabe,"STS-42, Discovery","STS-42, Discovery",FALSE,8.05,22-01-1992,30-01-1992,Earth Orbit,None visited,Returned
Stephen Oswald,"STS-42, Discovery","STS-42, Discovery",FALSE,8.05,22-01-1992,30-01-1992,Earth Orbit,None visited,Returned
Ulf Merbold,"STS-42, Discovery","STS-42, Discovery",FALSE,8.05,22-01-1992,30-01-1992,Earth Orbit,None visited,Returned
William Readdy,"STS-42, Discovery","STS-42, Discovery",FALSE,8.05,22-01-1992,30-01-1992,Earth Orbit,None visited,Returned
Aleksandr Viktorenko,Soyuz TM-14,Soyuz TM-14,FALSE,145.59,17-03-1992,10-08-1992,Mir,Mir,Returned
Alexsandr Kaleri,Soyuz TM-14,Soyuz TM-14,FALSE,145.59,17-03-1992,10-08-1992,Mir,Mir,Returned
Klaus-Dietrich Flade,Soyuz TM-14,Soyuz TM-13,TRUE,7.91,17-03-1992,25-03-1992,Mir,Mir,Returned
Brian Duffy,"STS-45, Atlantis","STS-45, Atlantis",FALSE,8.92,24-03-1992,02-04-1992,Earth Orbit,None visited,Returned
Byron Lichtenberg,"STS-45, Atlantis","STS-45, Atlantis",FALSE,8.92,24-03-1992,02-04-1992,Earth Orbit,None visited,Returned
Charles Bolden,"STS-45, Atlantis","STS-45, Atlantis",FALSE,8.92,24-03-1992,02-04-1992,Earth Orbit,None visited,Returned
David Leestma,"STS-45, Atlantis","STS-45, Atlantis",FALSE,8.92,24-03-1992,02-04-1992,Earth Orbit,None visited,Returned
Dirk Frimout,"STS-45, Atlantis","STS-45, Atlantis",FALSE,8.92,24-03-1992,02-04-1992,Earth Orbit,None visited,Returned
Kathryn D. Sullivan,"STS-45, Atlantis","STS-45, Atlantis",FALSE,8.92,24-03-1992,02-04-1992,Earth Orbit,None visited,Returned
Michael Foale,"STS-45, Atlantis","STS-45, Atlantis",FALSE,8.92,24-03-1992,02-04-1992,Earth Orbit,None visited,Returned
Bruce Melnick,"STS-49, Endeavour","STS-49, Endeavour",FALSE,8.89,07-05-1992,16-05-1992,Earth Orbit,None visited,Returned
Daniel Brandenstein,"STS-49, Endeavour","STS-49, Endeavour",FALSE,8.89,07-05-1992,16-05-1992,Earth Orbit,None visited,Returned
Kathryn C. Thornton,"STS-49, Endeavour","STS-49, Endeavour",FALSE,8.89,07-05-1992,16-05-1992,Earth Orbit,None visited,Returned
Kevin Chilton,"STS-49, Endeavour","STS-49, Endeavour",FALSE,8.89,07-05-1992,16-05-1992,Earth Orbit,None visited,Returned
Pierre Thuot,"STS-49, Endeavour","STS-49, Endeavour",FALSE,8.89,07-05-1992,16-05-1992,Earth Orbit,None visited,Returned
Richard Hieb,"STS-49, Endeavour","STS-49, Endeavour",FALSE,8.89,07-05-1992,16-05-1992,Earth Orbit,None visited,Returned
Thomas Akers,"STS-49, Endeavour","STS-49, Endeavour",FALSE,8.89,07-05-1992,16-05-1992,Earth Orbit,None visited,Returned
Bonnie J. Dunbar,"STS-50, Columbia","STS-50, Columbia",FALSE,13.81,25-06-1992,09-07-1992,Earth Orbit,None visited,Returned
Carl Meade,"STS-50, Columbia","STS-50, Columbia",FALSE,13.81,25-06-1992,09-07-1992,Earth Orbit,None visited,Returned
Ellen Baker,"STS-50, Columbia","STS-50, Columbia",FALSE,13.81,25-06-1992,09-07-1992,Earth Orbit,None visited,Returned
Eugene H. Trinh,"STS-50, Columbia","STS-50, Columbia",FALSE,13.81,25-06-1992,09-07-1992,Earth Orbit,None visited,Returned
Kenneth Bowersox,"STS-50, Columbia","STS-50, Columbia",FALSE,13.81,25-06-1992,09-07-1992,Earth Orbit,None visited,Returned
Lawrence J. DeLucas,"STS-50, Columbia","STS-50, Columbia",FALSE,13.81,25-06-1992,09-07-1992,Earth Orbit,None visited,Returned
Richard N. Richards,"STS-50, Columbia","STS-50, Columbia",FALSE,13.81,25-06-1992,09-07-1992,Earth Orbit,None visited,Returned
Anatoly Solovyev,Soyuz TM-15,Soyuz TM-15,FALSE,188.9,27-07-1992,01-02-1993,Mir,Mir,Returned
Michel Tognini,Soyuz TM-15,Soyuz TM-14,TRUE,13.79,27-07-1992,10-08-1992,Mir,Mir,Returned
Sergei Avdeyev,Soyuz TM-15,Soyuz TM-15,FALSE,188.9,27-07-1992,01-02-1993,Mir,Mir,Returned
Andrew M. Allen,"STS-46, Atlantis","STS-46, Atlantis",FALSE,7.97,31-07-1992,08-08-1992,Earth Orbit,None visited,Returned
Claude Nicollier,"STS-46, Atlantis","STS-46, Atlantis",FALSE,7.97,31-07-1992,08-08-1992,Earth Orbit,None visited,Returned
Franco Malerba,"STS-46, Atlantis","STS-46, Atlantis",FALSE,7.97,31-07-1992,08-08-1992,Earth Orbit,None visited,Returned
Franklin Chang-Diaz,"STS-46, Atlantis","STS-46, Atlantis",FALSE,7.97,31-07-1992,08-08-1992,Earth Orbit,None visited,Returned
Jeffrey Hoffman,"STS-46, Atlantis","STS-46, Atlantis",FALSE,7.97,31-07-1992,08-08-1992,Earth Orbit,None visited,Returned
Loren Shriver,"STS-46, Atlantis","STS-46, Atlantis",FALSE,7.97,31-07-1992,08-08-1992,Earth Orbit,None visited,Returned
Marsha Ivins,"STS-46, Atlantis","STS-46, Atlantis",FALSE,7.97,31-07-1992,08-08-1992,Earth Orbit,None visited,Returned
Curtis Brown,"STS-47, Endeavour","STS-47, Endeavour",FALSE,7.94,12-09-1992,20-09-1992,Earth Orbit,None visited,Returned
Jerome Apt,"STS-47, Endeavour","STS-47, Endeavour",FALSE,7.94,12-09-1992,20-09-1992,Earth Orbit,None visited,Returned
Mae Jemison,"STS-47, Endeavour","STS-47, Endeavour",FALSE,7.94,12-09-1992,20-09-1992,Earth Orbit,None visited,Returned
Mamoru Mohri,"STS-47, Endeavour","STS-47, Endeavour",FALSE,7.94,12-09-1992,20-09-1992,Earth Orbit,None visited,Returned
Mark C. Lee,"STS-47, Endeavour","STS-47, Endeavour",FALSE,7.94,12-09-1992,20-09-1992,Earth Orbit,None visited,Returned
Nancy Jan Davis,"STS-47, Endeavour","STS-47, Endeavour",FALSE,7.94,12-09-1992,20-09-1992,Earth Orbit,None visited,Returned
Robert L. Gibson,"STS-47, Endeavour","STS-47, Endeavour",FALSE,7.94,12-09-1992,20-09-1992,Earth Orbit,None visited,Returned
Charles L. Veach,"STS-52, Columbia","STS-52, Columbia",FALSE,9.87,22-10-1992,01-11-1992,Earth Orbit,None visited,Returned
James Wetherbee,"STS-52, Columbia","STS-52, Columbia",FALSE,9.87,22-10-1992,01-11-1992,Earth Orbit,None visited,Returned
Michael Baker,"STS-52, Columbia","STS-52, Columbia",FALSE,9.87,22-10-1992,01-11-1992,Earth Orbit,None visited,Returned
Steven MacLean,"STS-52, Columbia","STS-52, Columbia",FALSE,9.87,22-10-1992,01-11-1992,Earth Orbit,None visited,Returned
Tamara E. Jernigan,"STS-52, Columbia","STS-52, Columbia",FALSE,9.87,22-10-1992,01-11-1992,Earth Orbit,None visited,Returned
William Shepherd,"STS-52, Columbia","STS-52, Columbia",FALSE,9.87,22-10-1992,01-11-1992,Earth Orbit,None visited,Returned
David M. Walker,"STS-53, Discovery","STS-53, Discovery",FALSE,7.31,02-12-1992,09-12-1992,Earth Orbit,None visited,Returned
Guion Bluford,"STS-53, Discovery","STS-53, Discovery",FALSE,7.31,02-12-1992,09-12-1992,Earth Orbit,None visited,Returned
James S. Voss,"STS-53, Discovery","STS-53, Discovery",FALSE,7.31,02-12-1992,09-12-1992,Earth Orbit,None visited,Returned
Michael Clifford,"STS-53, Discovery","STS-53, Discovery",FALSE,7.31,02-12-1992,09-12-1992,Earth Orbit,None visited,Returned
Robert Cabana,"STS-53, Discovery","STS-53, Discovery",FALSE,7.31,02-12-1992,09-12-1992,Earth Orbit,None visited,Returned
Donald McMonagle,"STS-54, Endeavour","STS-54, Endeavour",FALSE,5.99,13-01-1993,19-01-1993,Earth Orbit,None visited,Returned
Gregory Harbaugh,"STS-54, Endeavour","STS-54, Endeavour",FALSE,5.99,13-01-1993,19-01-1993,Earth Orbit,None visited,Returned
John Casper,"STS-54, Endeavour","STS-54, Endeavour",FALSE,5.99,13-01-1993,19-01-1993,Earth Orbit,None visited,Returned
Mario Runco,"STS-54, Endeavour","STS-54, Endeavour",FALSE,5.99,13-01-1993,19-01-1993,Earth Orbit,None visited,Returned
Susan Helms,"STS-54, Endeavour","STS-54, Endeavour",FALSE,5.99,13-01-1993,19-01-1993,Earth Orbit,None visited,Returned
Aleksandr Poleshchuk,Soyuz TM-16,Soyuz TM-16,FALSE,179.03,24-01-1993,22-07-1993,Mir,Mir,Returned
Gennadi Manakov,Soyuz TM-16,Soyuz TM-16,FALSE,179.03,24-01-1993,22-07-1993,Mir,Mir,Returned
Ellen Ochoa,"STS-56, Discovery","STS-56, Discovery",FALSE,9.26,08-04-1993,17-04-1993,Earth Orbit,None visited,Returned
Kenneth Cameron,"STS-56, Discovery","STS-56, Discovery",FALSE,9.26,08-04-1993,17-04-1993,Earth Orbit,None visited,Returned
Kenneth Cockrell,"STS-56, Discovery","STS-56, Discovery",FALSE,9.26,08-04-1993,17-04-1993,Earth Orbit,None visited,Returned
Michael Foale,"STS-56, Discovery","STS-56, Discovery",FALSE,9.26,08-04-1993,17-04-1993,Earth Orbit,None visited,Returned
Stephen Oswald,"STS-56, Discovery","STS-56, Discovery",FALSE,9.26,08-04-1993,17-04-1993,Earth Orbit,None visited,Returned
Bernard Harris,"STS-55, Columbia","STS-55, Columbia",FALSE,9.99,26-04-1993,06-05-1993,Earth Orbit,None visited,Returned
Charles Precourt,"STS-55, Columbia","STS-55, Columbia",FALSE,9.99,26-04-1993,06-05-1993,Earth Orbit,None visited,Returned
Hans Schlegel,"STS-55, Columbia","STS-55, Columbia",FALSE,9.99,26-04-1993,06-05-1993,Earth Orbit,None visited,Returned
Jerry L. Ross,"STS-55, Columbia","STS-55, Columbia",FALSE,9.99,26-04-1993,06-05-1993,Earth Orbit,None visited,Returned
Steven R. Nagel,"STS-55, Columbia","STS-55, Columbia",FALSE,9.99,26-04-1993,06-05-1993,Earth Orbit,None visited,Returned
Terence Henricks,"STS-55, Columbia","STS-55, Columbia",FALSE,9.99,26-04-1993,06-05-1993,Earth Orbit,None visited,Returned
Ulrich Walter,"STS-55, Columbia","STS-55, Columbia",FALSE,9.99,26-04-1993,06-05-1993,Earth Orbit,None visited,Returned
Brian Duffy,"STS-57, Endeavour","STS-57, Endeavour",FALSE,9.99,21-06-1993,01-07-1993,Earth Orbit,None visited,Returned
G. David Low,"STS-57, Endeavour","STS-57, Endeavour",FALSE,9.99,21-06-1993,01-07-1993,Earth Orbit,None visited,Returned
Janice E. Voss,"STS-57, Endeavour","STS-57, Endeavour",FALSE,9.99,21-06-1993,01-07-1993,Earth Orbit,None visited,Returned
Nancy J. Currie-Gregg,"STS-57, Endeavour","STS-57, Endeavour",FALSE,9.99,21-06-1993,01-07-1993,Earth Orbit,None visited,Returned
Peter Wisoff,"STS-57, Endeavour","STS-57, Endeavour",FALSE,9.99,21-06-1993,01-07-1993,Earth Orbit,None visited,Returned
Ronald Grabe,"STS-57, Endeavour","STS-57, Endeavour",FALSE,9.99,21-06-1993,01-07-1993,Earth Orbit,None visited,Returned
Aleksandr Serebrov,Soyuz TM-17,Soyuz TM-17,FALSE,196.74,01-07-1993,14-01-1994,Mir,Mir,Returned
Jean-Pierre Haigneré,Soyuz TM-17,Soyuz TM-16,TRUE,20.46,01-07-1993,22-07-1993,Mir,Mir,Returned
Vasily Tsibliyev,Soyuz TM-17,Soyuz TM-17,FALSE,196.74,01-07-1993,14-01-1994,Mir,Mir,Returned
Carl E. Walz,"STS-51, Discovery","STS-51, Discovery",FALSE,9.84,12-09-1993,22-09-1993,Earth Orbit,None visited,Returned
Daniel Bursch,"STS-51, Discovery","STS-51, Discovery",FALSE,9.84,12-09-1993,22-09-1993,Earth Orbit,None visited,Returned
Frank Culbertson,"STS-51, Discovery","STS-51, Discovery",FALSE,9.84,12-09-1993,22-09-1993,Earth Orbit,None visited,Returned
James H. Newman,"STS-51, Discovery","STS-51, Discovery",FALSE,9.84,12-09-1993,22-09-1993,Earth Orbit,None visited,Returned
William Readdy,"STS-51, Discovery","STS-51, Discovery",FALSE,9.84,12-09-1993,22-09-1993,Earth Orbit,None visited,Returned
David Wolf,"STS-58, Columbia","STS-58, Columbia",FALSE,14.01,18-10-1993,01-11-1993,Earth Orbit,None visited,Returned
John Blaha,"STS-58, Columbia","STS-58, Columbia",FALSE,14.01,18-10-1993,01-11-1993,Earth Orbit,None visited,Returned
Margaret Rhea Seddon,"STS-58, Columbia","STS-58, Columbia",FALSE,14.01,18-10-1993,01-11-1993,Earth Orbit,None visited,Returned
Martin J. Fettman,"STS-58, Columbia","STS-58, Columbia",FALSE,14.01,18-10-1993,01-11-1993,Earth Orbit,None visited,Returned
Richard A. Searfoss,"STS-58, Columbia","STS-58, Columbia",FALSE,14.01,18-10-1993,01-11-1993,Earth Orbit,None visited,Returned
Shannon Lucid,"STS-58, Columbia","STS-58, Columbia",FALSE,14.01,18-10-1993,01-11-1993,Earth Orbit,None visited,Returned
William S. McArthur,"STS-58, Columbia","STS-58, Columbia",FALSE,14.01,18-10-1993,01-11-1993,Earth Orbit,None visited,Returned
Claude Nicollier,"STS-61, Endeavour","STS-61, Endeavour",FALSE,10.83,02-12-1993,13-12-1993,Earth Orbit,None visited,Returned
Jeffrey Hoffman,"STS-61, Endeavour","STS-61, Endeavour",FALSE,10.83,02-12-1993,13-12-1993,Earth Orbit,None visited,Returned
Kathryn C. Thornton,"STS-61, Endeavour","STS-61, Endeavour",FALSE,10.83,02-12-1993,13-12-1993,Earth Orbit,None visited,Returned
Kenneth Bowersox,"STS-61, Endeavour","STS-61, Endeavour",FALSE,10.83,02-12-1993,13-12-1993,Earth Orbit,None visited,Returned
Richard Covey,"STS-61, Endeavour","STS-61, Endeavour",FALSE,10.83,02-12-1993,13-12-1993,Earth Orbit,None visited,Returned
Story Musgrave,"STS-61, Endeavour","STS-61, Endeavour",FALSE,10.83,02-12-1993,13-12-1993,Earth Orbit,None visited,Returned
Thomas Akers,"STS-61, Endeavour","STS-61, Endeavour",FALSE,10.83,02-12-1993,13-12-1993,Earth Orbit,None visited,Returned
Valery Polyakov,Soyuz TM-18,Soyuz TM-20,TRUE,437.75,08-01-1994,22-03-1995,Mir,Mir,Returned
Viktor M. Afanasyev,Soyuz TM-18,Soyuz TM-18,FALSE,182.02,08-01-1994,09-07-1994,Mir,Mir,Returned
Yury Usachov,Soyuz TM-18,Soyuz TM-18,FALSE,182.02,08-01-1994,09-07-1994,Mir,Mir,Returned
Charles Bolden,"STS-60, Discovery","STS-60, Discovery",FALSE,8.3,03-02-1994,11-02-1994,Earth Orbit,None visited,Returned
Franklin Chang-Diaz,"STS-60, Discovery","STS-60, Discovery",FALSE,8.3,03-02-1994,11-02-1994,Earth Orbit,None visited,Returned
Kenneth Reightler,"STS-60, Discovery","STS-60, Discovery",FALSE,8.3,03-02-1994,11-02-1994,Earth Orbit,None visited,Returned
Nancy Jan Davis,"STS-60, Discovery","STS-60, Discovery",FALSE,8.3,03-02-1994,11-02-1994,Earth Orbit,None visited,Returned
Ronald M. Sega,"STS-60, Discovery","STS-60, Discovery",FALSE,8.3,03-02-1994,11-02-1994,Earth Orbit,None visited,Returned
Sergei Krikalev,"STS-60, Discovery","STS-60, Discovery",FALSE,8.3,03-02-1994,11-02-1994,Earth Orbit,None visited,Returned
Andrew M. Allen,"STS-62, Columbia","STS-62, Columbia",FALSE,13.97,04-03-1994,18-03-1994,Earth Orbit,None visited,Returned
Charles Gemar,"STS-62, Columbia","STS-62, Columbia",FALSE,13.97,04-03-1994,18-03-1994,Earth Orbit,None visited,Returned
John Casper,"STS-62, Columbia","STS-62, Columbia",FALSE,13.97,04-03-1994,18-03-1994,Earth Orbit,None visited,Returned
Marsha Ivins,"STS-62, Columbia","STS-62, Columbia",FALSE,13.97,04-03-1994,18-03-1994,Earth Orbit,None visited,Returned
Pierre Thuot,"STS-62, Columbia","STS-62, Columbia",FALSE,13.97,04-03-1994,18-03-1994,Earth Orbit,None visited,Returned
Jerome Apt,"STS-59, Endeavour","STS-59, Endeavour",FALSE,11.24,09-04-1994,20-04-1994,Earth Orbit,None visited,Returned
Kevin Chilton,"STS-59, Endeavour","STS-59, Endeavour",FALSE,11.24,09-04-1994,20-04-1994,Earth Orbit,None visited,Returned
Linda Godwin,"STS-59, Endeavour","STS-59, Endeavour",FALSE,11.24,09-04-1994,20-04-1994,Earth Orbit,None visited,Returned
Michael Clifford,"STS-59, Endeavour","STS-59, Endeavour",FALSE,11.24,09-04-1994,20-04-1994,Earth Orbit,None visited,Returned
Sidney Gutierrez,"STS-59, Endeavour","STS-59, Endeavour",FALSE,11.24,09-04-1994,20-04-1994,Earth Orbit,None visited,Returned
Thomas D. Jones,"STS-59, Endeavour","STS-59, Endeavour",FALSE,11.24,09-04-1994,20-04-1994,Earth Orbit,None visited,Returned
Talgat Musabayev,Soyuz TM-19,Soyuz TM-19,FALSE,125.95,01-07-1994,04-11-1994,Mir,Mir,Returned
Yuri Malenchenko,Soyuz TM-19,Soyuz TM-19,FALSE,125.95,01-07-1994,04-11-1994,Mir,Mir,Returned
Carl E. Walz,"STS-65, Columbia","STS-65, Columbia",FALSE,14.75,08-07-1994,22-07-1994,Earth Orbit,None visited,Returned
Chiaki Mukai,"STS-65, Columbia","STS-65, Columbia",FALSE,14.75,08-07-1994,22-07-1994,Earth Orbit,None visited,Returned
Donald Thomas,"STS-65, Columbia","STS-65, Columbia",FALSE,14.75,08-07-1994,22-07-1994,Earth Orbit,None visited,Returned
James Halsell,"STS-65, Columbia","STS-65, Columbia",FALSE,14.75,08-07-1994,22-07-1994,Earth Orbit,None visited,Returned
Leroy Chiao,"STS-65, Columbia","STS-65, Columbia",FALSE,14.75,08-07-1994,22-07-1994,Earth Orbit,None visited,Returned
Richard Hieb,"STS-65, Columbia","STS-65, Columbia",FALSE,14.75,08-07-1994,22-07-1994,Earth Orbit,None visited,Returned
Robert Cabana,"STS-65, Columbia","STS-65, Columbia",FALSE,14.75,08-07-1994,22-07-1994,Earth Orbit,None visited,Returned
Carl Meade,"STS-64, Discovery","STS-64, Discovery",FALSE,10.95,09-09-1994,20-09-1994,Earth Orbit,None visited,Returned
Jerry Linenger,"STS-64, Discovery","STS-64, Discovery",FALSE,10.95,09-09-1994,20-09-1994,Earth Orbit,None visited,Returned
Lloyd Hammond,"STS-64, Discovery","STS-64, Discovery",FALSE,10.95,09-09-1994,20-09-1994,Earth Orbit,None visited,Returned
Mark C. Lee,"STS-64, Discovery","STS-64, Discovery",FALSE,10.95,09-09-1994,20-09-1994,Earth Orbit,None visited,Returned
Richard N. Richards,"STS-64, Discovery","STS-64, Discovery",FALSE,10.95,09-09-1994,20-09-1994,Earth Orbit,None visited,Returned
Susan Helms,"STS-64, Discovery","STS-64, Discovery",FALSE,10.95,09-09-1994,20-09-1994,Earth Orbit,None visited,Returned
Daniel Bursch,"STS-68, Endeavour","STS-68, Endeavour",FALSE,11.24,30-09-1994,11-10-1994,Earth Orbit,None visited,Returned
Michael Baker,"STS-68, Endeavour","STS-68, Endeavour",FALSE,11.24,30-09-1994,11-10-1994,Earth Orbit,None visited,Returned
Peter Wisoff,"STS-68, Endeavour","STS-68, Endeavour",FALSE,11.24,30-09-1994,11-10-1994,Earth Orbit,None visited,Returned
Steven Smith,"STS-68, Endeavour","STS-68, Endeavour",FALSE,11.24,30-09-1994,11-10-1994,Earth Orbit,None visited,Returned
Terrence Wilcutt,"STS-68, Endeavour","STS-68, Endeavour",FALSE,11.24,30-09-1994,11-10-1994,Earth Orbit,None visited,Returned
Thomas D. Jones,"STS-68, Endeavour","STS-68, Endeavour",FALSE,11.24,30-09-1994,11-10-1994,Earth Orbit,None visited,Returned
Aleksandr Viktorenko,Soyuz TM-20,Soyuz TM-20,FALSE,169.22,03-10-1994,22-03-1995,Mir,Mir,Returned
Ulf Merbold,Soyuz TM-20,Soyuz TM-19,TRUE,31.53,03-10-1994,04-11-1994,Mir,Mir,Returned
Yelena Kondakova,Soyuz TM-20,Soyuz TM-20,FALSE,169.22,03-10-1994,22-03-1995,Mir,Mir,Returned
Curtis Brown,"STS-66, Atlantis","STS-66, Atlantis",FALSE,10.94,03-11-1994,14-11-1994,Earth Orbit,None visited,Returned
Donald McMonagle,"STS-66, Atlantis","STS-66, Atlantis",FALSE,10.94,03-11-1994,14-11-1994,Earth Orbit,None visited,Returned
Ellen Ochoa,"STS-66, Atlantis","STS-66, Atlantis",FALSE,10.94,03-11-1994,14-11-1994,Earth Orbit,None visited,Returned
Jean-François Clervoy,"STS-66, Atlantis","STS-66, Atlantis",FALSE,10.94,03-11-1994,14-11-1994,Earth Orbit,None visited,Returned
Joseph Tanner,"STS-66, Atlantis","STS-66, Atlantis",FALSE,10.94,03-11-1994,14-11-1994,Earth Orbit,None visited,Returned
Scott Parazynski,"STS-66, Atlantis","STS-66, Atlantis",FALSE,10.94,03-11-1994,14-11-1994,Earth Orbit,None visited,Returned
Bernard Harris,"STS-63, Discovery","STS-63, Discovery",FALSE,8.27,03-02-1995,11-02-1995,Earth Orbit,None visited,Returned
